Age,Credit_Score,Account_Balence,Credit_Card_Holter,Dependents,Employment_Type,Applicant_Income,Coapplicant_Income,Loan_Status,Education_Status,Fidelity_Scores
69,311,390883,1,1,Employed,137458,75143,0,Graduated,48
30,400,49913,0,2,Employed,197027,26791,1,Non-Graduated,31
37,336,557975,1,0,Employed,198976,155624,1,Non-Graduated,49
52,326,483403,1,1,Self_Employed,171897,121408,1,Non-Graduated,69
90,463,67752,1,2,Employed,59166,30420,0,Non-Graduated,52
98,456,769181,0,1,Employed,149163,141686,0,Non-Graduated,44
49,451,943706,1,2,Employed,102843,138375,0,Graduated,79
53,411,620367,0,0,Employed,177652,94939,1,Graduated,56
44,383,2262,1,2,Employed,72097,186365,0,Non-Graduated,73
97,412,86207,1,1,Self_Employed,191323,141445,0,Graduated,40
43,410,236617,1,1,Self_Employed,130105,191370,1,Non-Graduated,81
69,305,740140,1,0,Employed,48863,195566,0,Graduated,61
58,441,337021,1,0,Employed,138032,109364,0,Graduated,44
35,388,919741,1,2,Employed,12684,106878,0,Non-Graduated,80
57,458,399877,1,0,Self_Employed,165692,75564,1,Non-Graduated,100
50,418,675052,1,1,Employed,62315,131511,0,Graduated,71
90,415,158114,1,1,Employed,74541,89006,0,Graduated,69
99,369,589572,0,1,Employed,144103,86603,0,Non-Graduated,63
59,464,273168,0,0,Employed,198939,139261,0,Non-Graduated,66
97,448,104502,1,0,Employed,153639,142015,0,Graduated,47
76,372,511820,1,2,Employed,22809,34427,1,Graduated,69
34,374,188362,1,0,Self_Employed,198224,187862,1,Non-Graduated,36
26,321,366508,1,2,Employed,141660,120193,1,Non-Graduated,71
90,317,938336,1,1,Employed,167069,72812,0,Graduated,25
65,388,642089,0,2,Self_Employed,55111,44992,0,Non-Graduated,42
66,390,809248,0,2,Employed,86235,27442,1,Graduated,55
69,431,929136,0,2,Self_Employed,184124,43558,1,Non-Graduated,71
60,433,180103,1,1,Self_Employed,124723,151151,0,Non-Graduated,58
88,443,880747,1,0,Self_Employed,186728,170130,1,Graduated,31
70,435,150208,0,2,Self_Employed,161751,77078,1,Graduated,53
26,303,306999,1,2,Self_Employed,22881,116427,1,Non-Graduated,26
92,480,77600,1,1,Self_Employed,116575,61525,0,Non-Graduated,53
20,342,457367,0,0,Self_Employed,178091,158036,0,Non-Graduated,74
36,370,167896,0,1,Employed,56531,105879,0,Non-Graduated,80
24,451,742247,1,1,Self_Employed,60970,187215,1,Non-Graduated,62
73,420,572072,0,2,Employed,58482,154306,0,Non-Graduated,25
90,472,985318,0,1,Employed,126637,116827,1,Non-Graduated,62
51,318,128908,1,2,Employed,116954,94967,1,Graduated,65
40,376,458523,0,2,Employed,187823,160816,1,Graduated,60
85,495,972390,0,2,Employed,176627,191265,1,Graduated,38
26,323,616297,0,1,Employed,27719,11266,1,Graduated,85
27,458,339921,0,2,Employed,76851,78099,0,Graduated,50
34,363,397025,1,1,Employed,165212,190512,1,Graduated,25
63,320,488685,0,2,Self_Employed,75122,161340,0,Non-Graduated,61
82,404,322281,0,1,Employed,67617,170025,0,Graduated,93
69,384,236863,0,1,Self_Employed,48482,31818,1,Non-Graduated,93
54,389,831156,0,0,Self_Employed,159957,82344,1,Non-Graduated,62
60,462,522484,1,1,Self_Employed,56130,47597,0,Graduated,80
61,316,73394,1,2,Employed,161239,49554,1,Non-Graduated,96
22,491,530771,0,0,Employed,21052,75877,1,Graduated,32
46,314,117079,0,0,Self_Employed,18268,172532,1,Non-Graduated,42
97,326,602308,0,0,Employed,101446,145965,1,Graduated,43
48,452,772576,0,2,Self_Employed,50222,13866,0,Graduated,96
98,379,396717,1,1,Self_Employed,51413,151781,1,Non-Graduated,42
53,326,742512,0,0,Employed,21539,117262,1,Non-Graduated,69
27,387,18869,1,1,Employed,137887,114946,0,Graduated,94
65,498,85834,1,1,Self_Employed,117417,166555,0,Non-Graduated,76
29,404,973034,0,0,Self_Employed,42500,198977,0,Non-Graduated,35
87,418,165311,1,0,Self_Employed,49695,166919,1,Non-Graduated,41
67,429,821674,1,2,Employed,160355,34077,1,Graduated,36
85,492,439154,1,2,Self_Employed,78620,61191,0,Non-Graduated,91
41,312,205700,1,2,Self_Employed,174724,180839,1,Graduated,79
98,331,420702,0,0,Employed,26975,16426,0,Non-Graduated,27
55,399,549318,1,0,Self_Employed,95253,41456,1,Non-Graduated,73
36,434,992335,1,0,Employed,10232,94030,0,Non-Graduated,23
39,480,78775,1,2,Self_Employed,60667,85817,1,Graduated,64
88,480,180295,0,0,Employed,118349,49129,1,Non-Graduated,49
94,458,897180,1,0,Self_Employed,73807,56110,0,Graduated,56
52,364,438820,0,2,Employed,63882,176218,1,Non-Graduated,79
90,344,885637,0,1,Self_Employed,189597,117697,0,Graduated,43
60,482,529884,0,1,Employed,13284,41716,0,Graduated,59
65,324,541103,0,0,Self_Employed,37998,100398,1,Non-Graduated,48
84,326,726412,1,0,Self_Employed,101355,121050,1,Graduated,61
85,317,368435,0,0,Employed,159756,80060,1,Non-Graduated,85
32,332,140673,0,1,Self_Employed,135852,186838,0,Graduated,56
53,389,599246,0,0,Employed,131291,123802,0,Non-Graduated,66
42,425,277340,0,1,Self_Employed,52886,120524,0,Graduated,100
98,318,800338,0,1,Self_Employed,159236,43197,0,Graduated,61
44,339,973187,0,2,Employed,52755,106944,1,Non-Graduated,75
98,479,781212,0,2,Employed,48048,198783,1,Non-Graduated,58
44,391,898647,0,0,Self_Employed,195093,48652,0,Graduated,45
38,300,464641,0,0,Self_Employed,164774,157116,1,Graduated,73
27,309,281790,0,2,Self_Employed,145715,77153,0,Graduated,99
86,415,197614,0,1,Self_Employed,146569,164957,1,Graduated,22
19,461,674764,1,1,Employed,195541,103818,0,Graduated,58
57,396,658955,1,1,Self_Employed,118598,78785,1,Graduated,70
48,348,295412,0,2,Employed,69441,51658,1,Graduated,23
21,474,939733,0,0,Employed,67524,22383,1,Graduated,23
80,347,834842,1,0,Employed,128586,193800,0,Graduated,25
35,371,8572,0,1,Self_Employed,34267,65292,0,Graduated,83
23,497,938618,0,1,Self_Employed,32675,81393,0,Non-Graduated,24
78,365,832655,1,2,Employed,51019,34440,1,Graduated,52
20,403,865768,0,0,Employed,54456,92970,0,Graduated,68
30,437,361781,1,1,Employed,90107,73494,0,Non-Graduated,94
38,428,327012,1,0,Self_Employed,10681,98792,0,Graduated,63
46,327,802021,1,1,Employed,153551,85087,0,Non-Graduated,83
61,389,416274,1,1,Self_Employed,40024,184333,1,Non-Graduated,44
73,337,761993,0,1,Employed,42314,76100,1,Non-Graduated,42
71,342,389486,1,2,Employed,193134,152693,0,Non-Graduated,32
69,325,726193,0,2,Self_Employed,170781,150075,0,Graduated,60
69,496,958849,0,1,Self_Employed,143434,61650,1,Non-Graduated,93
71,319,715231,0,2,Self_Employed,10677,130185,1,Graduated,75
27,456,533606,0,0,Self_Employed,42546,77973,1,Non-Graduated,71
48,301,571033,0,2,Employed,105627,51791,0,Non-Graduated,38
92,382,135475,0,2,Self_Employed,118423,55366,0,Graduated,97
56,371,639243,1,2,Self_Employed,52168,90808,0,Graduated,87
19,376,974918,0,2,Self_Employed,152713,126038,1,Graduated,76
60,500,135467,1,1,Employed,21006,100862,0,Non-Graduated,91
51,478,762900,1,0,Self_Employed,115566,138742,0,Graduated,91
70,373,552659,1,0,Self_Employed,177508,125917,0,Graduated,46
25,338,947276,1,1,Employed,125598,115826,1,Graduated,92
98,373,404239,0,0,Employed,111521,35466,0,Graduated,40
30,458,786761,0,2,Self_Employed,175835,184364,1,Graduated,30
85,452,705578,0,0,Employed,12280,112615,0,Graduated,46
82,392,433694,1,0,Self_Employed,195884,172889,1,Non-Graduated,28
80,374,301746,1,0,Employed,134792,11027,1,Graduated,87
43,437,899088,1,0,Self_Employed,92100,186855,1,Non-Graduated,78
28,472,621889,1,2,Employed,22365,15166,1,Non-Graduated,56
56,430,7608,0,2,Self_Employed,152847,80300,1,Non-Graduated,81
99,335,605965,1,1,Self_Employed,146066,85966,0,Non-Graduated,73
23,332,770980,0,0,Self_Employed,85167,97860,1,Graduated,94
71,403,79172,0,1,Employed,150594,90997,1,Graduated,67
77,455,798495,0,0,Self_Employed,64916,191505,0,Graduated,30
89,365,753589,1,0,Self_Employed,198841,181788,0,Non-Graduated,87
73,414,108605,0,2,Self_Employed,60474,67712,0,Non-Graduated,53
94,334,903951,1,1,Employed,105954,31819,0,Non-Graduated,35
79,471,522951,1,1,Employed,111238,31572,1,Graduated,87
38,314,524796,0,0,Employed,57712,102720,0,Graduated,95
44,302,39526,1,2,Self_Employed,54810,39015,1,Graduated,82
76,323,270746,1,2,Self_Employed,81558,73310,0,Graduated,84
25,384,119877,0,0,Employed,97943,37940,0,Graduated,41
81,427,472487,1,2,Employed,138651,60438,0,Non-Graduated,46
57,402,784014,0,2,Self_Employed,148419,172401,0,Graduated,68
87,407,664618,1,0,Self_Employed,143949,31771,0,Non-Graduated,39
95,492,708951,1,2,Employed,128173,184285,1,Non-Graduated,33
58,412,426857,1,2,Self_Employed,31488,191867,1,Graduated,97
51,437,666674,0,0,Employed,147779,10153,1,Graduated,62
67,330,948762,1,0,Self_Employed,117167,153699,0,Non-Graduated,90
86,403,327687,0,0,Employed,129381,179687,1,Non-Graduated,83
69,354,628876,0,1,Self_Employed,115374,183263,0,Non-Graduated,48
18,463,732604,1,0,Employed,139516,45957,0,Non-Graduated,75
99,362,397764,0,0,Self_Employed,128049,88083,0,Non-Graduated,44
56,323,619695,0,0,Self_Employed,156956,180686,1,Graduated,57
39,364,692343,1,1,Self_Employed,101259,97861,1,Graduated,84
34,391,660286,1,2,Self_Employed,91934,100085,0,Non-Graduated,92
34,418,738607,0,1,Employed,181403,80516,1,Non-Graduated,63
26,415,769872,1,1,Employed,70710,19460,1,Non-Graduated,74
58,318,226081,0,0,Self_Employed,185800,154641,1,Graduated,98
94,329,835059,0,1,Self_Employed,70738,102163,0,Graduated,21
60,464,462708,0,2,Employed,77453,98258,1,Non-Graduated,28
30,469,113436,1,2,Self_Employed,184264,183844,0,Graduated,84
75,453,580834,1,0,Self_Employed,169647,82054,1,Non-Graduated,42
21,350,825561,1,1,Employed,47645,27566,0,Non-Graduated,54
27,382,575487,0,0,Employed,172028,120240,1,Non-Graduated,80
36,417,509076,1,2,Self_Employed,179781,119928,0,Graduated,75
18,443,562722,1,2,Self_Employed,57208,56607,1,Graduated,80
86,349,486779,1,2,Self_Employed,12711,116291,1,Graduated,88
81,350,404788,0,1,Employed,182675,30665,0,Graduated,41
32,330,61270,1,2,Employed,177535,10968,1,Non-Graduated,34
52,377,11161,1,0,Self_Employed,35041,178985,1,Graduated,67
67,427,288678,1,2,Self_Employed,108225,179592,1,Non-Graduated,86
68,377,773683,1,2,Self_Employed,69640,190035,0,Non-Graduated,21
79,342,575457,0,1,Employed,67877,50070,0,Graduated,100
72,391,166482,0,1,Employed,81903,155242,0,Non-Graduated,62
94,470,625917,0,2,Employed,120866,100588,0,Non-Graduated,81
87,369,678290,1,2,Employed,65532,70857,1,Non-Graduated,38
26,315,58551,0,0,Self_Employed,38749,37173,1,Non-Graduated,68
26,420,322404,1,0,Employed,11023,19088,1,Non-Graduated,43
34,478,913656,1,2,Employed,181876,177487,1,Graduated,32
20,483,80672,0,2,Employed,199175,56195,0,Non-Graduated,85
34,334,542216,1,1,Self_Employed,197403,149755,1,Graduated,76
34,398,860185,1,2,Employed,189346,76045,0,Graduated,60
83,442,920971,1,1,Self_Employed,45488,150947,0,Graduated,38
70,454,870163,0,0,Self_Employed,41966,113209,1,Graduated,98
46,425,84457,0,1,Employed,174607,64290,0,Graduated,40
58,367,628750,1,1,Employed,153158,116697,1,Graduated,31
27,323,473920,0,2,Self_Employed,155662,173677,1,Non-Graduated,100
68,329,391895,0,2,Self_Employed,108301,148504,0,Graduated,56
76,368,531926,1,2,Employed,171383,18218,0,Graduated,65
38,429,889708,1,0,Self_Employed,100176,15502,0,Non-Graduated,76
79,314,938015,0,1,Self_Employed,158616,41797,1,Non-Graduated,42
68,312,125834,0,0,Self_Employed,196692,155519,1,Non-Graduated,81
22,401,748568,1,2,Employed,128235,36088,1,Graduated,34
47,478,605245,0,1,Employed,87717,110021,0,Graduated,44
30,314,348091,1,2,Self_Employed,32040,99322,1,Graduated,57
22,462,675854,1,1,Employed,85001,32014,0,Non-Graduated,35
85,344,195232,1,2,Self_Employed,23726,134799,1,Graduated,32
48,302,928635,1,0,Employed,44385,190127,1,Non-Graduated,66
88,401,463853,0,1,Employed,89375,114290,1,Non-Graduated,69
35,474,323295,0,1,Employed,132009,173336,0,Non-Graduated,49
59,450,890958,1,1,Employed,146436,97349,0,Non-Graduated,48
96,339,612404,0,2,Self_Employed,187008,117510,0,Graduated,48
57,370,687597,0,0,Self_Employed,119237,85434,0,Graduated,89
97,384,973470,0,0,Self_Employed,109677,195677,1,Non-Graduated,96
37,357,752528,0,0,Employed,121113,24651,1,Non-Graduated,82
70,429,595114,0,1,Employed,47000,127104,0,Non-Graduated,43
32,433,949639,0,2,Self_Employed,183677,104459,0,Non-Graduated,34
22,331,483402,1,2,Employed,28663,188989,0,Graduated,92
53,486,303953,1,2,Employed,76208,163043,0,Non-Graduated,55
19,484,440858,0,1,Employed,17806,190444,1,Non-Graduated,69
96,323,54027,1,1,Employed,140254,51619,0,Non-Graduated,85
72,311,293983,0,1,Self_Employed,92900,123287,1,Non-Graduated,57
80,475,663468,0,2,Self_Employed,70580,26223,1,Non-Graduated,24
39,390,827635,0,0,Employed,130813,90014,0,Graduated,69
50,387,740558,1,1,Employed,176676,54760,1,Graduated,31
40,367,380505,1,2,Employed,36186,16222,1,Non-Graduated,79
28,336,866929,1,0,Self_Employed,168967,153615,0,Non-Graduated,81
67,439,398107,0,0,Employed,155549,57735,1,Non-Graduated,47
21,428,921107,1,1,Employed,74006,64185,1,Graduated,43
94,440,657764,1,1,Employed,21148,30321,1,Graduated,72
84,452,480329,0,2,Employed,38821,53951,1,Graduated,57
71,330,684665,0,1,Employed,32270,181108,0,Graduated,40
39,341,570719,1,1,Employed,32156,85553,0,Non-Graduated,60
85,487,614553,0,2,Self_Employed,61791,172981,0,Graduated,71
86,417,205519,1,0,Self_Employed,148572,178678,0,Graduated,35
59,313,876635,0,0,Self_Employed,110345,172693,1,Non-Graduated,35
73,397,231027,1,1,Self_Employed,199493,191411,1,Graduated,34
74,453,132187,1,1,Self_Employed,188018,132551,0,Non-Graduated,95
56,343,315953,1,0,Self_Employed,136727,147847,0,Graduated,82
90,401,841996,1,2,Employed,195493,158674,0,Non-Graduated,69
26,424,679620,1,1,Self_Employed,189680,56606,1,Non-Graduated,40
50,441,662005,1,1,Employed,23430,48959,1,Non-Graduated,25
51,318,571533,0,0,Employed,54544,125091,1,Graduated,40
51,438,216503,0,2,Self_Employed,41193,135437,1,Graduated,70
47,356,857206,0,1,Self_Employed,16996,163489,1,Graduated,28
96,486,342137,0,1,Employed,46453,43233,0,Non-Graduated,61
73,328,979461,1,0,Employed,187374,108197,0,Non-Graduated,34
67,342,753920,0,0,Employed,24069,131555,1,Graduated,37
57,486,836395,0,2,Employed,124246,182465,0,Non-Graduated,44
99,377,948249,0,2,Self_Employed,84149,138038,0,Non-Graduated,97
62,401,857027,0,1,Employed,56668,54551,0,Graduated,62
89,470,211419,1,2,Self_Employed,57479,145242,0,Non-Graduated,42
25,312,591691,0,0,Self_Employed,63572,63752,0,Non-Graduated,93
60,338,510876,1,2,Employed,77052,19442,0,Graduated,59
46,394,26974,1,0,Employed,162815,180356,0,Graduated,61
78,304,251572,0,1,Self_Employed,96073,64977,0,Graduated,98
23,460,702632,1,1,Self_Employed,133697,95248,0,Non-Graduated,86
29,497,927442,0,2,Self_Employed,42880,79951,0,Non-Graduated,56
56,311,133388,1,0,Self_Employed,62074,194569,1,Non-Graduated,65
57,409,229203,1,2,Employed,115530,52004,1,Non-Graduated,89
48,381,108821,0,1,Employed,178225,177050,1,Graduated,25
96,375,370415,1,1,Employed,154233,57114,0,Non-Graduated,86
74,448,928637,1,1,Employed,86651,35795,1,Non-Graduated,26
97,333,728928,0,1,Employed,96430,182775,1,Non-Graduated,77
54,389,609936,1,1,Self_Employed,193991,110594,0,Graduated,80
30,404,221484,1,0,Employed,107098,174920,1,Graduated,43
52,400,232469,0,0,Employed,30936,139898,0,Non-Graduated,51
77,488,521623,0,2,Self_Employed,11493,98658,0,Graduated,73
55,424,845640,1,0,Employed,184292,150789,1,Graduated,57
92,340,983018,1,1,Self_Employed,174829,129494,1,Graduated,60
28,324,308877,0,2,Employed,74628,43180,0,Graduated,90
44,393,514228,1,0,Self_Employed,103114,179941,1,Non-Graduated,63
55,383,141931,1,1,Employed,150078,14994,0,Non-Graduated,31
73,314,996676,0,0,Self_Employed,117835,86625,0,Non-Graduated,39
57,324,737043,1,0,Self_Employed,72403,199603,0,Graduated,92
99,344,1551,1,0,Employed,186742,152013,0,Non-Graduated,69
52,491,435485,1,0,Employed,41199,121517,0,Non-Graduated,31
85,479,402385,0,2,Employed,33209,181154,1,Graduated,29
63,371,577711,1,0,Self_Employed,21784,99312,1,Graduated,36
93,412,913130,1,2,Self_Employed,95659,115591,1,Non-Graduated,25
55,412,209519,1,1,Employed,10533,175461,1,Non-Graduated,65
62,436,251673,0,0,Self_Employed,85248,123375,0,Non-Graduated,70
38,384,556170,1,2,Employed,164986,170846,1,Non-Graduated,98
90,353,955928,1,0,Self_Employed,142496,69981,0,Non-Graduated,80
59,333,65982,0,2,Self_Employed,79011,101174,1,Non-Graduated,43
57,409,318685,0,0,Self_Employed,63041,80872,1,Graduated,48
52,498,579039,0,2,Employed,199682,66181,1,Non-Graduated,43
47,496,725618,1,1,Employed,72082,144843,0,Graduated,61
40,452,290042,0,2,Self_Employed,184173,18332,1,Non-Graduated,71
47,389,752574,0,2,Self_Employed,125256,16630,0,Graduated,22
36,337,472580,1,0,Self_Employed,166258,139726,1,Non-Graduated,22
34,474,903248,1,0,Employed,63710,114100,1,Non-Graduated,34
83,383,854937,0,2,Self_Employed,171201,98427,0,Non-Graduated,40
79,380,641036,0,0,Self_Employed,199260,100114,1,Graduated,88
18,384,19809,1,2,Self_Employed,25540,54904,1,Graduated,36
41,372,113316,0,0,Employed,110854,31059,1,Non-Graduated,23
96,345,141124,0,2,Employed,40766,162695,1,Non-Graduated,79
46,387,574071,1,1,Employed,49892,143206,0,Graduated,41
59,409,854318,1,1,Self_Employed,45537,191405,0,Graduated,99
100,401,502972,0,0,Employed,153756,139819,1,Non-Graduated,81
81,321,862400,0,0,Self_Employed,75553,174875,1,Graduated,96
48,333,190489,1,2,Employed,114566,58600,1,Graduated,26
96,462,560188,0,2,Self_Employed,92270,109424,0,Graduated,52
26,475,198743,1,1,Employed,111088,19642,0,Graduated,29
63,392,125216,1,1,Employed,164029,145091,0,Graduated,60
95,465,921699,1,1,Employed,82459,97547,1,Non-Graduated,36
19,433,412515,0,2,Self_Employed,100250,104502,1,Non-Graduated,82
55,374,73768,1,1,Self_Employed,91043,121494,1,Non-Graduated,48
77,424,789810,0,2,Employed,158504,49249,1,Non-Graduated,98
42,335,348213,0,0,Employed,177063,128781,1,Graduated,87
40,399,21400,1,0,Self_Employed,180494,10450,0,Graduated,80
80,492,725441,0,1,Self_Employed,69365,74554,1,Graduated,97
77,499,113574,1,1,Self_Employed,16477,156330,0,Non-Graduated,50
46,342,389816,1,2,Employed,60500,138489,0,Non-Graduated,37
40,329,8622,0,2,Self_Employed,15637,189295,0,Non-Graduated,55
49,487,266240,1,2,Employed,88262,180863,0,Non-Graduated,100
45,341,972463,1,1,Employed,76213,149913,0,Graduated,26
50,422,967840,1,0,Employed,180350,119469,1,Non-Graduated,87
43,363,366801,0,2,Self_Employed,192582,134260,0,Graduated,59
47,406,932456,0,1,Employed,137063,194234,0,Graduated,72
73,489,359439,1,2,Self_Employed,152372,46224,0,Graduated,100
92,398,269085,1,0,Employed,58547,33752,1,Non-Graduated,37
91,429,166520,1,0,Self_Employed,129488,149740,1,Graduated,74
25,489,768078,1,1,Self_Employed,13993,178168,1,Non-Graduated,21
64,467,540255,1,2,Employed,88189,120644,1,Non-Graduated,56
96,497,44901,1,1,Self_Employed,77838,185426,1,Graduated,23
88,451,371002,0,2,Self_Employed,169645,165223,0,Non-Graduated,79
60,305,478978,1,1,Employed,116414,195492,0,Graduated,71
89,364,867013,1,0,Employed,198198,15165,1,Non-Graduated,47
51,407,255256,1,1,Employed,116714,183374,0,Non-Graduated,93
31,334,750873,1,2,Self_Employed,158869,101104,1,Non-Graduated,31
63,302,750507,0,0,Self_Employed,98743,123790,0,Non-Graduated,47
82,359,17771,0,1,Employed,27733,126751,1,Non-Graduated,76
30,322,310338,0,2,Self_Employed,83217,58270,0,Non-Graduated,21
31,380,529731,1,0,Self_Employed,83862,59839,0,Graduated,95
46,333,566315,1,0,Self_Employed,99722,146930,0,Graduated,86
57,339,713286,0,2,Employed,100644,47701,1,Non-Graduated,46
37,419,449803,1,0,Self_Employed,99003,88749,1,Non-Graduated,56
37,350,575390,0,1,Employed,147343,180440,1,Graduated,24
95,391,893399,1,0,Employed,69544,187569,1,Non-Graduated,41
77,423,944527,1,1,Self_Employed,81882,112547,0,Non-Graduated,72
25,369,347907,1,2,Employed,170236,135755,1,Graduated,96
22,336,951258,1,0,Self_Employed,71395,144904,1,Graduated,49
